X,CH1,CH2,
Second,Volt,Volt,
-2.84852e-01,1.68e-01,5.97e-01,
-2.84706e-01,1.74e-01,5.97e-01,
-2.84559e-01,1.74e-01,5.97e-01,
-2.84413e-01,1.74e-01,5.97e-01,
-2.84266e-01,1.74e-01,5.97e-01,
-2.84120e-01,1.56e-01,5.97e-01,
-2.83973e-01,1.58e-01,5.97e-01,
-2.83827e-01,1.74e-01,5.97e-01,
-2.83680e-01,1.74e-01,5.97e-01,
-2.83534e-01,1.76e-01,5.97e-01,
-2.83387e-01,1.72e-01,5.97e-01,
-2.83241e-01,1.74e-01,5.97e-01,
-2.83094e-01,1.74e-01,5.97e-01,
-2.82948e-01,1.74e-01,5.97e-01,
-2.82801e-01,1.74e-01,5.97e-01,
-2.82655e-01,1.74e-01,5.97e-01,
-2.82508e-01,1.72e-01,5.97e-01,
-2.82362e-01,1.74e-01,5.97e-01,
-2.82215e-01,1.74e-01,5.97e-01,
-2.82069e-01,1.74e-01,5.97e-01,
-2.81922e-01,1.74e-01,5.97e-01,
-2.81776e-01,1.74e-01,5.97e-01,
-2.81629e-01,1.74e-01,5.97e-01,
-2.81483e-01,1.74e-01,5.97e-01,
-2.81337e-01,1.74e-01,5.97e-01,
-2.81190e-01,1.74e-01,5.97e-01,
-2.81044e-01,1.72e-01,5.97e-01,
-2.80897e-01,1.74e-01,5.97e-01,
-2.80751e-01,1.72e-01,5.97e-01,
-2.80604e-01,1.74e-01,5.97e-01,
-2.80458e-01,1.74e-01,5.97e-01,
-2.80311e-01,1.74e-01,5.97e-01,
-2.80165e-01,1.66e-01,5.97e-01,
-2.80018e-01,1.74e-01,5.97e-01,
-2.79872e-01,1.74e-01,5.97e-01,
-2.79725e-01,1.72e-01,5.97e-01,
-2.79579e-01,1.84e-01,5.97e-01,
-2.79432e-01,1.74e-01,5.97e-01,
-2.79286e-01,1.72e-01,5.97e-01,
-2.79139e-01,1.72e-01,5.97e-01,
-2.78993e-01,1.74e-01,5.97e-01,
-2.78846e-01,1.66e-01,5.97e-01,
-2.78700e-01,1.70e-01,5.97e-01,
-2.78553e-01,1.72e-01,5.97e-01,
-2.78407e-01,1.74e-01,5.97e-01,
-2.78260e-01,1.72e-01,5.97e-01,
-2.78114e-01,1.74e-01,5.97e-01,
-2.77967e-01,1.72e-01,5.97e-01,
-2.77821e-01,1.72e-01,5.97e-01,
-2.77674e-01,1.70e-01,5.97e-01,
-2.77528e-01,1.74e-01,5.97e-01,
-2.77381e-01,1.74e-01,5.97e-01,
-2.77235e-01,1.72e-01,5.97e-01,
-2.77088e-01,1.74e-01,5.97e-01,
-2.76942e-01,1.72e-01,5.97e-01,
-2.76795e-01,1.72e-01,5.97e-01,
-2.76649e-01,1.74e-01,5.97e-01,
-2.76503e-01,1.74e-01,5.97e-01,
-2.76356e-01,1.72e-01,5.97e-01,
-2.76210e-01,1.70e-01,5.97e-01,
-2.76063e-01,1.72e-01,5.97e-01,
-2.75917e-01,1.74e-01,5.97e-01,
-2.75770e-01,1.74e-01,5.97e-01,
-2.75624e-01,1.72e-01,5.97e-01,
-2.75477e-01,1.70e-01,5.97e-01,
-2.75331e-01,1.72e-01,5.97e-01,
-2.75184e-01,1.72e-01,5.97e-01,
-2.75038e-01,1.74e-01,5.97e-01,
-2.74891e-01,1.72e-01,5.97e-01,
-2.74745e-01,1.70e-01,5.97e-01,
-2.74598e-01,1.72e-01,5.97e-01,
-2.74452e-01,1.72e-01,5.97e-01,
-2.74305e-01,1.68e-01,5.97e-01,
-2.74159e-01,1.72e-01,5.97e-01,
-2.74012e-01,1.70e-01,5.97e-01,
-2.73866e-01,1.74e-01,5.97e-01,
-2.73719e-01,1.72e-01,5.97e-01,
-2.73573e-01,1.74e-01,5.97e-01,
-2.73426e-01,1.72e-01,5.97e-01,
-2.73280e-01,1.76e-01,5.97e-01,
-2.73133e-01,1.72e-01,5.97e-01,
-2.72987e-01,1.74e-01,5.97e-01,
-2.72840e-01,1.78e-01,5.97e-01,
-2.72694e-01,1.72e-01,5.97e-01,
-2.72547e-01,1.74e-01,5.97e-01,
-2.72401e-01,1.72e-01,5.97e-01,
-2.72254e-01,1.72e-01,5.97e-01,
-2.72108e-01,1.70e-01,5.97e-01,
-2.71962e-01,1.76e-01,5.97e-01,
-2.71815e-01,1.74e-01,5.97e-01,
-2.71669e-01,1.72e-01,5.97e-01,
-2.71522e-01,1.72e-01,5.97e-01,
-2.71376e-01,1.82e-01,5.97e-01,
-2.71229e-01,1.90e-01,5.97e-01,
-2.71083e-01,1.74e-01,5.97e-01,
-2.70936e-01,1.74e-01,5.97e-01,
-2.70790e-01,1.74e-01,5.97e-01,
-2.70643e-01,1.70e-01,5.97e-01,
-2.70497e-01,1.74e-01,5.97e-01,
-2.70350e-01,1.74e-01,5.97e-01,
-2.70204e-01,1.72e-01,5.97e-01,
-2.70057e-01,1.74e-01,5.97e-01,
-2.69911e-01,1.70e-01,5.97e-01,
-2.69764e-01,1.78e-01,5.97e-01,
-2.69618e-01,1.72e-01,5.97e-01,
-2.69471e-01,1.74e-01,5.97e-01,
-2.69325e-01,1.74e-01,5.97e-01,
-2.69178e-01,1.74e-01,5.97e-01,
-2.69032e-01,1.74e-01,5.97e-01,
-2.68885e-01,1.74e-01,5.97e-01,
-2.68739e-01,1.72e-01,5.97e-01,
-2.68592e-01,1.74e-01,5.97e-01,
-2.68446e-01,1.74e-01,5.97e-01,
-2.68299e-01,1.74e-01,5.97e-01,
-2.68153e-01,1.74e-01,5.97e-01,
-2.68006e-01,1.74e-01,5.97e-01,
-2.67860e-01,1.74e-01,5.97e-01,
-2.67713e-01,1.74e-01,5.97e-01,
-2.67567e-01,1.74e-01,5.97e-01,
-2.67421e-01,1.76e-01,5.97e-01,
-2.67274e-01,1.74e-01,5.97e-01,
-2.67128e-01,1.74e-01,5.97e-01,
-2.66981e-01,1.74e-01,5.97e-01,
-2.66835e-01,1.76e-01,5.97e-01,
-2.66688e-01,1.74e-01,5.97e-01,
-2.66542e-01,1.74e-01,5.97e-01,
-2.66395e-01,1.70e-01,5.97e-01,
-2.66249e-01,1.74e-01,5.97e-01,
-2.66102e-01,1.74e-01,5.97e-01,
-2.65956e-01,1.74e-01,5.97e-01,
-2.65809e-01,1.74e-01,5.97e-01,
-2.65663e-01,1.74e-01,5.97e-01,
-2.65516e-01,1.74e-01,5.97e-01,
-2.65370e-01,1.74e-01,5.97e-01,
-2.65223e-01,1.74e-01,5.97e-01,
-2.65077e-01,1.74e-01,5.97e-01,
-2.64930e-01,1.74e-01,5.97e-01,
-2.64784e-01,1.74e-01,5.97e-01,
-2.64637e-01,1.68e-01,5.97e-01,
-2.64491e-01,1.74e-01,5.97e-01,
-2.64344e-01,1.74e-01,5.97e-01,
-2.64198e-01,1.74e-01,5.97e-01,
-2.64051e-01,1.68e-01,5.97e-01,
-2.63905e-01,1.72e-01,5.97e-01,
-2.63758e-01,1.80e-01,5.97e-01,
-2.63612e-01,1.74e-01,5.97e-01,
-2.63465e-01,1.74e-01,5.97e-01,
-2.63319e-01,1.74e-01,5.97e-01,
-2.63172e-01,1.74e-01,5.97e-01,
-2.63026e-01,1.74e-01,5.97e-01,
-2.62879e-01,1.74e-01,5.97e-01,
-2.62733e-01,1.74e-01,5.97e-01,
-2.62587e-01,1.70e-01,5.97e-01,
-2.62440e-01,1.74e-01,5.97e-01,
-2.62294e-01,1.74e-01,5.97e-01,
-2.62147e-01,1.74e-01,5.97e-01,
-2.62001e-01,1.74e-01,5.97e-01,
-2.61854e-01,1.74e-01,5.97e-01,
-2.61708e-01,1.74e-01,5.97e-01,
-2.61561e-01,1.68e-01,5.97e-01,
-2.61415e-01,1.72e-01,5.97e-01,
-2.61268e-01,1.72e-01,5.97e-01,
-2.61122e-01,1.74e-01,5.97e-01,
-2.60975e-01,1.74e-01,5.97e-01,
-2.60829e-01,1.76e-01,5.97e-01,
-2.60682e-01,1.72e-01,5.97e-01,
-2.60536e-01,1.72e-01,5.97e-01,
-2.60389e-01,1.74e-01,5.97e-01,
-2.60243e-01,1.72e-01,5.97e-01,
-2.60096e-01,1.74e-01,5.97e-01,
-2.59950e-01,1.66e-01,5.97e-01,
-2.59803e-01,1.72e-01,5.97e-01,
-2.59657e-01,1.70e-01,5.97e-01,
-2.59510e-01,1.70e-01,5.97e-01,
-2.59364e-01,1.72e-01,5.97e-01,
-2.59217e-01,1.74e-01,5.97e-01,
-2.59071e-01,1.72e-01,5.97e-01,
-2.58924e-01,1.72e-01,5.97e-01,
-2.58778e-01,1.72e-01,5.97e-01,
-2.58631e-01,1.68e-01,5.97e-01,
-2.58485e-01,1.72e-01,5.97e-01,
-2.58338e-01,1.72e-01,5.97e-01,
-2.58192e-01,1.70e-01,5.97e-01,
-2.58045e-01,1.70e-01,5.97e-01,
-2.57899e-01,1.72e-01,5.97e-01,
-2.57753e-01,1.72e-01,5.97e-01,
-2.57606e-01,1.72e-01,5.97e-01,
-2.57460e-01,1.74e-01,5.97e-01,
-2.57313e-01,1.74e-01,5.97e-01,
-2.57167e-01,1.78e-01,5.97e-01,
-2.57020e-01,1.74e-01,5.97e-01,
-2.56874e-01,1.74e-01,5.97e-01,
-2.56727e-01,1.74e-01,5.97e-01,
-2.56581e-01,1.72e-01,5.97e-01,
-2.56434e-01,1.74e-01,5.97e-01,
-2.56288e-01,1.74e-01,5.97e-01,
-2.56141e-01,1.74e-01,5.97e-01,
-2.55995e-01,1.74e-01,5.97e-01,
-2.55848e-01,1.72e-01,5.97e-01,
-2.55702e-01,1.72e-01,5.97e-01,
-2.55555e-01,1.74e-01,5.97e-01,
-2.55409e-01,1.72e-01,5.97e-01,
-2.55262e-01,1.72e-01,5.97e-01,
-2.55116e-01,1.74e-01,5.97e-01,
-2.54969e-01,1.74e-01,5.97e-01,
-2.54823e-01,1.72e-01,5.97e-01,
-2.54676e-01,1.74e-01,5.97e-01,
-2.54530e-01,1.72e-01,5.97e-01,
-2.54383e-01,1.78e-01,5.97e-01,
-2.54237e-01,1.74e-01,5.97e-01,
-2.54090e-01,1.72e-01,5.97e-01,
-2.53944e-01,1.72e-01,5.97e-01,
-2.53797e-01,1.74e-01,5.97e-01,
-2.53651e-01,1.74e-01,5.97e-01,
-2.53504e-01,1.72e-01,5.97e-01,
-2.53358e-01,1.92e-01,5.97e-01,
-2.53211e-01,1.74e-01,5.97e-01,
-2.53065e-01,1.72e-01,5.97e-01,
-2.52919e-01,1.72e-01,5.97e-01,
-2.52772e-01,1.72e-01,5.97e-01,
-2.52626e-01,1.74e-01,5.97e-01,
-2.52479e-01,1.72e-01,5.97e-01,
-2.52333e-01,1.72e-01,5.97e-01,
-2.52186e-01,1.74e-01,5.97e-01,
-2.52040e-01,1.72e-01,5.97e-01,
-2.51893e-01,1.84e-01,5.97e-01,
-2.51747e-01,1.70e-01,5.97e-01,
-2.51600e-01,1.74e-01,5.97e-01,
-2.51454e-01,1.74e-01,5.97e-01,
-2.51307e-01,1.74e-01,5.97e-01,
-2.51161e-01,1.72e-01,5.97e-01,
-2.51014e-01,1.74e-01,5.97e-01,
-2.50868e-01,1.72e-01,5.97e-01,
-2.50721e-01,1.74e-01,5.97e-01,
-2.50575e-01,1.74e-01,5.97e-01,
-2.50428e-01,1.80e-01,5.97e-01,
-2.50282e-01,1.74e-01,5.97e-01,
-2.50135e-01,1.72e-01,5.97e-01,
-2.49989e-01,1.70e-01,5.97e-01,
-2.49842e-01,1.74e-01,5.97e-01,
-2.49696e-01,1.74e-01,5.97e-01,
-2.49549e-01,1.74e-01,5.97e-01,
-2.49403e-01,1.74e-01,5.97e-01,
-2.49256e-01,1.74e-01,5.97e-01,
-2.49110e-01,1.70e-01,5.97e-01,
-2.48963e-01,1.74e-01,5.97e-01,
-2.48817e-01,1.70e-01,5.97e-01,
-2.48670e-01,1.76e-01,5.97e-01,
-2.48524e-01,1.74e-01,5.97e-01,
-2.48378e-01,1.72e-01,5.97e-01,
-2.48231e-01,1.74e-01,5.97e-01,
-2.48085e-01,1.72e-01,5.97e-01,
-2.47938e-01,1.74e-01,5.97e-01,
-2.47792e-01,1.74e-01,5.97e-01,
-2.47645e-01,1.74e-01,5.97e-01,
-2.47499e-01,1.74e-01,5.97e-01,
-2.47352e-01,1.72e-01,5.97e-01,
-2.47206e-01,1.74e-01,5.97e-01,
-2.47059e-01,1.74e-01,5.97e-01,
-2.46913e-01,1.74e-01,5.97e-01,
-2.46766e-01,1.74e-01,5.97e-01,
-2.46620e-01,1.74e-01,5.97e-01,
-2.46473e-01,1.74e-01,5.97e-01,
-2.46327e-01,1.74e-01,5.97e-01,
-2.46180e-01,1.74e-01,5.97e-01,
-2.46034e-01,1.74e-01,5.97e-01,
-2.45887e-01,1.72e-01,5.97e-01,
-2.45741e-01,1.74e-01,5.97e-01,
-2.45594e-01,1.72e-01,5.97e-01,
-2.45448e-01,1.74e-01,5.97e-01,
-2.45301e-01,1.74e-01,5.97e-01,
-2.45155e-01,1.78e-01,5.97e-01,
-2.45008e-01,1.66e-01,5.97e-01,
-2.44862e-01,1.74e-01,5.97e-01,
-2.44715e-01,1.74e-01,5.97e-01,
-2.44569e-01,1.74e-01,5.97e-01,
-2.44422e-01,1.70e-01,5.97e-01,
-2.44276e-01,1.74e-01,5.97e-01,
-2.44129e-01,1.70e-01,5.97e-01,
-2.43983e-01,1.82e-01,5.97e-01,
-2.43836e-01,1.74e-01,5.97e-01,
-2.43690e-01,1.62e-01,5.97e-01,
-2.43544e-01,1.74e-01,5.97e-01,
-2.43397e-01,1.72e-01,5.97e-01,
-2.43251e-01,1.70e-01,5.97e-01,
-2.43104e-01,1.74e-01,5.97e-01,
-2.42958e-01,1.74e-01,5.97e-01,
-2.42811e-01,1.74e-01,5.97e-01,
-2.42665e-01,1.70e-01,5.97e-01,
-2.42518e-01,1.70e-01,5.97e-01,
-2.42372e-01,1.66e-01,5.97e-01,
-2.42225e-01,1.72e-01,5.97e-01,
-2.42079e-01,1.70e-01,5.97e-01,
-2.41932e-01,1.74e-01,5.97e-01,
-2.41786e-01,1.74e-01,5.97e-01,
-2.41639e-01,1.72e-01,5.97e-01,
-2.41493e-01,1.70e-01,5.97e-01,
-2.41346e-01,1.74e-01,5.97e-01,
-2.41200e-01,1.70e-01,5.97e-01,
-2.41053e-01,1.72e-01,5.97e-01,
-2.40907e-01,1.72e-01,5.97e-01,
-2.40760e-01,1.70e-01,5.97e-01,
-2.40614e-01,1.68e-01,5.97e-01,
-2.40467e-01,1.74e-01,5.97e-01,
-2.40321e-01,1.72e-01,5.97e-01,
-2.40174e-01,1.72e-01,5.97e-01,
-2.40028e-01,1.74e-01,5.97e-01,
-2.39881e-01,1.68e-01,5.97e-01,
-2.39735e-01,1.74e-01,5.97e-01,
-2.39588e-01,1.74e-01,5.97e-01,
-2.39442e-01,1.70e-01,5.97e-01,
-2.39295e-01,1.74e-01,5.97e-01,
-2.39149e-01,1.70e-01,5.97e-01,
-2.39002e-01,1.72e-01,5.97e-01,
-2.38856e-01,1.74e-01,5.97e-01,
-2.38710e-01,1.72e-01,5.97e-01,
-2.38563e-01,1.74e-01,5.97e-01,
-2.38417e-01,1.60e-01,5.97e-01,
-2.38270e-01,1.74e-01,5.97e-01,
-2.38124e-01,1.72e-01,5.97e-01,
-2.37977e-01,1.74e-01,5.97e-01,
-2.37831e-01,1.74e-01,5.97e-01,
-2.37684e-01,1.66e-01,5.97e-01,
-2.37538e-01,1.74e-01,5.97e-01,
-2.37391e-01,1.74e-01,5.97e-01,
-2.37245e-01,1.74e-01,5.97e-01,
-2.37098e-01,1.72e-01,5.97e-01,
-2.36952e-01,1.72e-01,5.97e-01,
-2.36805e-01,1.76e-01,5.97e-01,
-2.36659e-01,1.74e-01,5.97e-01,
-2.36512e-01,1.74e-01,5.97e-01,
-2.36366e-01,1.74e-01,5.97e-01,
-2.36219e-01,1.70e-01,5.97e-01,
-2.36073e-01,1.66e-01,5.97e-01,
-2.35926e-01,1.72e-01,5.97e-01,
-2.35780e-01,1.74e-01,5.97e-01,
-2.35633e-01,1.72e-01,5.97e-01,
-2.35487e-01,1.74e-01,5.97e-01,
-2.35340e-01,1.70e-01,5.97e-01,
-2.35194e-01,1.72e-01,5.97e-01,
-2.35047e-01,1.74e-01,5.97e-01,
-2.34901e-01,1.74e-01,5.97e-01,
-2.34754e-01,1.74e-01,5.97e-01,
-2.34608e-01,1.74e-01,5.97e-01,
-2.34461e-01,1.74e-01,5.97e-01,
-2.34315e-01,1.74e-01,5.97e-01,
-2.34169e-01,1.74e-01,5.97e-01,
-2.34022e-01,1.74e-01,5.97e-01,
-2.33876e-01,1.76e-01,5.97e-01,
-2.33729e-01,1.72e-01,5.97e-01,
-2.33583e-01,1.74e-01,5.97e-01,
-2.33436e-01,1.74e-01,5.97e-01,
-2.33290e-01,1.74e-01,5.97e-01,
-2.33143e-01,1.72e-01,5.97e-01,
-2.32997e-01,1.74e-01,5.97e-01,
-2.32850e-01,1.74e-01,5.97e-01,
-2.32704e-01,1.74e-01,5.97e-01,
-2.32557e-01,1.74e-01,5.97e-01,
-2.32411e-01,1.66e-01,5.97e-01,
-2.32264e-01,1.74e-01,5.97e-01,
-2.32118e-01,1.74e-01,5.97e-01,
-2.31971e-01,1.74e-01,5.97e-01,
-2.31825e-01,1.74e-01,5.97e-01,
-2.31678e-01,1.86e-01,5.97e-01,
-2.31532e-01,1.74e-01,5.97e-01,
-2.31385e-01,1.74e-01,5.97e-01,
-2.31239e-01,1.74e-01,5.97e-01,
-2.31092e-01,1.74e-01,5.97e-01,
-2.30946e-01,1.72e-01,5.97e-01,
-2.30799e-01,1.74e-01,5.97e-01,
-2.30653e-01,1.74e-01,5.97e-01,
-2.30506e-01,1.72e-01,5.97e-01,
-2.30360e-01,1.74e-01,5.97e-01,
-2.30213e-01,1.70e-01,5.97e-01,
-2.30067e-01,1.74e-01,5.97e-01,
-2.29920e-01,1.72e-01,5.97e-01,
-2.29774e-01,1.74e-01,5.97e-01,
-2.29628e-01,1.74e-01,5.97e-01,
-2.29481e-01,1.72e-01,5.97e-01,
-2.29335e-01,1.74e-01,5.97e-01,
-2.29188e-01,1.74e-01,5.97e-01,
-2.29042e-01,1.74e-01,5.97e-01,
-2.28895e-01,1.72e-01,5.97e-01,
-2.28749e-01,1.74e-01,5.97e-01,
-2.28602e-01,1.70e-01,5.97e-01,
-2.28456e-01,1.74e-01,5.97e-01,
-2.28309e-01,1.72e-01,5.97e-01,
-2.28163e-01,1.74e-01,5.97e-01,
-2.28016e-01,1.72e-01,5.97e-01,
-2.27870e-01,1.76e-01,5.97e-01,
-2.27723e-01,1.74e-01,5.97e-01,
-2.27577e-01,1.72e-01,5.97e-01,
-2.27430e-01,1.74e-01,5.97e-01,
-2.27284e-01,1.72e-01,5.97e-01,
-2.27137e-01,1.72e-01,5.97e-01,
-2.26991e-01,1.74e-01,5.97e-01,
-2.26844e-01,1.72e-01,5.97e-01,
-2.26698e-01,1.72e-01,5.97e-01,
-2.26551e-01,1.70e-01,5.97e-01,
-2.26405e-01,1.74e-01,5.97e-01,
-2.26258e-01,1.70e-01,5.97e-01,
-2.26112e-01,1.72e-01,5.97e-01,
-2.25965e-01,1.70e-01,5.97e-01,
-2.25819e-01,1.72e-01,5.97e-01,
-2.25672e-01,1.70e-01,5.97e-01,
-2.25526e-01,1.72e-01,5.97e-01,
-2.25379e-01,1.70e-01,5.97e-01,
-2.25233e-01,1.72e-01,5.97e-01,
-2.25086e-01,1.72e-01,5.97e-01,
-2.24940e-01,1.70e-01,5.97e-01,
-2.24794e-01,1.72e-01,5.97e-01,
-2.24647e-01,1.72e-01,5.97e-01,
-2.24501e-01,1.70e-01,5.97e-01,
-2.24354e-01,1.74e-01,5.97e-01,
-2.24208e-01,1.70e-01,5.97e-01,
-2.24061e-01,1.74e-01,5.97e-01,
-2.23915e-01,1.72e-01,5.97e-01,
-2.23768e-01,1.74e-01,5.97e-01,
-2.23622e-01,1.72e-01,5.97e-01,
-2.23475e-01,1.74e-01,5.97e-01,
-2.23329e-01,1.74e-01,5.97e-01,
-2.23182e-01,1.74e-01,5.97e-01,
-2.23036e-01,1.74e-01,5.97e-01,
-2.22889e-01,1.72e-01,5.97e-01,
-2.22743e-01,1.74e-01,5.97e-01,
-2.22596e-01,1.80e-01,5.97e-01,
-2.22450e-01,1.74e-01,5.97e-01,
-2.22303e-01,1.72e-01,5.97e-01,
-2.22157e-01,1.74e-01,5.97e-01,
-2.22010e-01,1.74e-01,5.97e-01,
-2.21864e-01,1.76e-01,5.97e-01,
-2.21717e-01,1.72e-01,5.97e-01,
-2.21571e-01,1.72e-01,5.97e-01,
-2.21424e-01,1.74e-01,5.97e-01,
-2.21278e-01,1.74e-01,5.97e-01,
-2.21131e-01,1.72e-01,5.97e-01,
-2.20985e-01,1.74e-01,5.97e-01,
-2.20838e-01,1.74e-01,5.97e-01,
-2.20692e-01,1.72e-01,5.97e-01,
-2.20545e-01,1.74e-01,5.97e-01,
-2.20399e-01,1.74e-01,5.97e-01,
-2.20252e-01,1.70e-01,5.97e-01,
-2.20106e-01,1.74e-01,5.97e-01,
-2.19960e-01,1.74e-01,5.97e-01,
-2.19813e-01,1.72e-01,5.97e-01,
-2.19667e-01,1.72e-01,5.97e-01,
-2.19520e-01,1.74e-01,5.97e-01,
-2.19374e-01,1.74e-01,5.97e-01,
-2.19227e-01,1.74e-01,5.97e-01,
-2.19081e-01,1.74e-01,5.97e-01,
-2.18934e-01,1.72e-01,5.97e-01,
-2.18788e-01,1.74e-01,5.97e-01,
-2.18641e-01,1.74e-01,5.97e-01,
-2.18495e-01,1.74e-01,5.97e-01,
-2.18348e-01,1.74e-01,5.97e-01,
-2.18202e-01,2.18e-01,5.97e-01,
-2.18055e-01,1.76e-01,5.97e-01,
-2.17909e-01,1.74e-01,5.97e-01,
-2.17762e-01,1.74e-01,5.97e-01,
-2.17616e-01,1.74e-01,5.97e-01,
-2.17469e-01,1.74e-01,5.97e-01,
-2.17323e-01,1.74e-01,5.97e-01,
-2.17176e-01,1.74e-01,5.97e-01,
-2.17030e-01,1.74e-01,5.97e-01,
-2.16883e-01,1.74e-01,5.97e-01,
-2.16737e-01,1.74e-01,5.97e-01,
-2.16590e-01,1.76e-01,5.97e-01,
-2.16444e-01,1.74e-01,5.97e-01,
-2.16297e-01,1.74e-01,5.97e-01,
-2.16151e-01,1.74e-01,5.97e-01,
-2.16004e-01,1.74e-01,5.97e-01,
-2.15858e-01,1.74e-01,5.97e-01,
-2.15711e-01,1.74e-01,5.97e-01,
-2.15565e-01,1.74e-01,5.97e-01,
-2.15419e-01,1.74e-01,5.97e-01,
-2.15272e-01,1.74e-01,5.97e-01,
-2.15126e-01,1.76e-01,5.97e-01,
-2.14979e-01,1.74e-01,5.97e-01,
-2.14833e-01,1.74e-01,5.97e-01,
-2.14686e-01,1.74e-01,5.97e-01,
-2.14540e-01,1.74e-01,5.97e-01,
-2.14393e-01,1.72e-01,5.97e-01,
-2.14247e-01,1.74e-01,5.97e-01,
-2.14100e-01,1.74e-01,5.97e-01,
-2.13954e-01,1.74e-01,5.97e-01,
-2.13807e-01,1.74e-01,5.97e-01,
-2.13661e-01,1.74e-01,5.97e-01,
-2.13514e-01,1.74e-01,5.97e-01,
-2.13368e-01,1.74e-01,5.97e-01,
-2.13221e-01,1.74e-01,5.97e-01,
-2.13075e-01,1.74e-01,5.97e-01,
-2.12928e-01,1.82e-01,5.97e-01,
-2.12782e-01,1.74e-01,5.97e-01,
-2.12635e-01,1.70e-01,5.97e-01,
-2.12489e-01,1.72e-01,5.97e-01,
-2.12342e-01,1.72e-01,5.97e-01,
-2.12196e-01,1.72e-01,5.97e-01,
-2.12049e-01,1.72e-01,5.97e-01,
-2.11903e-01,1.72e-01,5.97e-01,
-2.11756e-01,1.74e-01,5.97e-01,
-2.11610e-01,1.72e-01,5.97e-01,
-2.11463e-01,1.58e-01,5.97e-01,
-2.11317e-01,1.72e-01,5.97e-01,
-2.11170e-01,1.74e-01,5.97e-01,
-2.11024e-01,1.74e-01,5.97e-01,
-2.10878e-01,1.72e-01,5.97e-01,
-2.10731e-01,1.70e-01,5.97e-01,
-2.10585e-01,1.80e-01,5.97e-01,
-2.10438e-01,1.72e-01,5.97e-01,
-2.10292e-01,1.74e-01,5.97e-01,
-2.10145e-01,1.72e-01,5.97e-01,
-2.09999e-01,1.72e-01,5.97e-01,
-2.09852e-01,1.74e-01,5.97e-01,
-2.09706e-01,1.72e-01,5.97e-01,
-2.09559e-01,1.72e-01,5.97e-01,
-2.09413e-01,1.70e-01,5.97e-01,
-2.09266e-01,1.70e-01,5.97e-01,
-2.09120e-01,1.68e-01,5.97e-01,
-2.08973e-01,1.66e-01,5.97e-01,
-2.08827e-01,1.70e-01,5.97e-01,
-2.08680e-01,1.72e-01,5.97e-01,
-2.08534e-01,1.72e-01,5.97e-01,
-2.08387e-01,1.76e-01,5.97e-01,
-2.08241e-01,1.70e-01,5.97e-01,
-2.08094e-01,1.72e-01,5.97e-01,
-2.07948e-01,1.72e-01,5.97e-01,
-2.07801e-01,1.72e-01,5.97e-01,
-2.07655e-01,1.68e-01,5.97e-01,
-2.07508e-01,1.74e-01,5.97e-01,
-2.07362e-01,1.70e-01,5.97e-01,
-2.07215e-01,1.72e-01,5.97e-01,
-2.07069e-01,1.72e-01,5.97e-01,
-2.06922e-01,1.82e-01,5.97e-01,
-2.06776e-01,1.72e-01,5.97e-01,
-2.06629e-01,1.72e-01,5.97e-01,
-2.06483e-01,1.72e-01,5.97e-01,
-2.06336e-01,1.74e-01,5.97e-01,
-2.06190e-01,1.70e-01,5.97e-01,
-2.06044e-01,1.72e-01,5.97e-01,
-2.05897e-01,1.74e-01,5.97e-01,
-2.05751e-01,1.72e-01,5.97e-01,
-2.05604e-01,1.74e-01,5.97e-01,
-2.05458e-01,1.70e-01,5.97e-01,
-2.05311e-01,1.74e-01,5.97e-01,
-2.05165e-01,1.74e-01,5.97e-01,
-2.05018e-01,1.72e-01,5.97e-01,
-2.04872e-01,1.74e-01,5.97e-01,
-2.04725e-01,1.66e-01,5.97e-01,
-2.04579e-01,1.74e-01,5.97e-01,
-2.04432e-01,1.74e-01,5.97e-01,
-2.04286e-01,1.74e-01,5.97e-01,
-2.04139e-01,1.74e-01,5.97e-01,
-2.03993e-01,1.74e-01,5.97e-01,
-2.03846e-01,1.76e-01,5.97e-01,
-2.03700e-01,1.74e-01,5.97e-01,
-2.03553e-01,1.74e-01,5.97e-01,
-2.03407e-01,1.70e-01,5.97e-01,
-2.03260e-01,1.74e-01,5.97e-01,
-2.03114e-01,1.58e-01,5.97e-01,
-2.02967e-01,1.72e-01,5.97e-01,
-2.02821e-01,1.72e-01,5.97e-01,
-2.02674e-01,1.74e-01,5.97e-01,
-2.02528e-01,1.74e-01,5.97e-01,
-2.02381e-01,1.66e-01,5.97e-01,
-2.02235e-01,1.74e-01,5.97e-01,
-2.02088e-01,1.74e-01,5.97e-01,
-2.01942e-01,1.74e-01,5.97e-01,
-2.01795e-01,1.74e-01,5.97e-01,
-2.01649e-01,1.70e-01,5.97e-01,
-2.01503e-01,1.74e-01,5.97e-01,
-2.01356e-01,1.74e-01,5.97e-01,
-2.01210e-01,1.74e-01,5.97e-01,
-2.01063e-01,1.74e-01,5.97e-01,
-2.00917e-01,1.72e-01,5.97e-01,
-2.00770e-01,1.70e-01,5.97e-01,
-2.00624e-01,1.74e-01,5.97e-01,
-2.00477e-01,1.74e-01,5.97e-01,
-2.00331e-01,1.74e-01,5.97e-01,
-2.00184e-01,1.74e-01,5.97e-01,
-2.00038e-01,1.74e-01,5.97e-01,
-1.99891e-01,1.72e-01,5.97e-01,
-1.99745e-01,1.74e-01,5.97e-01,
