Arduino DAC voltage (V),DMM voltage (V)0.01425,-1.32676300E01
0.01430,-1.32675150E01
0.01435,-1.32674630E01
0.01440,-1.32674760E01
0.01445,-1.32674630E01
0.01450,-1.32673230E01
0.01455,-1.32671570E01
0.01460,-1.32670800E01
0.01465,-1.32670540E01
0.01470,-1.32669900E01
0.01475,-1.32669140E01
0.01480,-1.32667860E01
0.01485,-1.32665300E01
0.01491,-1.32665940E01
0.01496,-1.32665050E01
0.01501,-1.32664790E01
0.01506,-1.32663890E01
0.01511,-1.32661850E01
0.01516,-1.32661340E01
0.01521,-1.32660190E01
0.01526,-1.32658780E01
0.01531,-1.32657890E01
0.01536,-1.32657370E01
0.01541,-1.32656730E01
0.01546,-1.32656480E01
0.01551,-1.32654310E01
0.01556,-1.32654430E01
0.01561,-1.32652640E01
0.01566,-1.32651490E01
0.01571,-1.32650600E01
0.01576,-1.32649320E01
0.01581,-1.32649060E01
0.01586,-1.32647660E01
0.01591,-1.32647270E01
0.01596,-1.32646250E01
0.01601,-1.32644330E01
0.01606,-1.32644200E01
0.01611,-1.32643050E01
0.01616,-1.32641390E01
0.01621,-1.32641650E01
0.01626,-1.32639350E01
0.01631,-1.32640110E01
0.01637,-1.32638200E01
0.01642,-1.32636410E01
0.01647,-1.32636660E01
0.01652,-1.32634870E01
0.01657,-1.32634740E01
0.01662,-1.32631930E01
0.01667,-1.32632060E01
0.01672,-1.32630910E01
0.01677,-1.32628860E01
0.01682,-1.32628990E01
0.01687,-1.32627330E01
0.01692,-1.32627330E01
0.01697,-1.32626050E01
0.01702,-1.32623880E01
0.01707,-1.32624390E01
0.01712,-1.32621830E01
0.01717,-1.32621830E01
0.01722,-1.32620930E01
0.01727,-1.32619270E01
0.01732,-1.32619660E01
0.01737,-1.32617100E01
0.01742,-1.32617100E01
0.01747,-1.32616080E01
0.01752,-1.32615050E01
0.01757,-1.32614030E01
0.01762,-1.32611730E01
0.01767,-1.32611470E01
0.01772,-1.32610710E01
0.01778,-1.32609810E01
0.01783,-1.32609040E01
0.01788,-1.32607130E01
0.01793,-1.32606870E01
0.01798,-1.32605850E01
0.01803,-1.32604700E01
0.01808,-1.32603800E01
0.01813,-1.32600860E01
