Arduino DAC voltage (V),DMM voltage (V)0.07916,-1.26402870E01
0.07921,-1.26402870E01
0.07926,-1.26431280E01
0.07931,-1.26417080E01
0.07936,-1.26417080E01
0.07941,-1.26388670E01
0.07946,-1.26417080E01
0.07951,-1.26417080E01
0.07956,-1.26417080E01
0.07961,-1.26402870E01
0.07966,-1.26381560E01
0.07971,-1.26381560E01
0.07976,-1.26374460E01
0.07981,-1.26395770E01
0.07986,-1.26402870E01
0.07991,-1.26402870E01
0.07996,-1.26395770E01
0.08001,-1.26395770E01
0.08006,-1.26388670E01
0.08011,-1.26388670E01
0.08016,-1.26367360E01
0.08022,-1.26388670E01
0.08027,-1.26388670E01
0.08032,-1.26381560E01
0.08037,-1.26381560E01
0.08042,-1.26374460E01
0.08047,-1.26381560E01
0.08052,-1.26367360E01
0.08057,-1.26360250E01
0.08062,-1.26360250E01
0.08067,-1.26353150E01
0.08072,-1.26317630E01
0.08077,-1.26338940E01
0.08082,-1.26331840E01
0.08087,-1.26303430E01
0.08092,-1.26317630E01
0.08097,-1.26296320E01
0.08102,-1.26303430E01
0.08107,-1.26275010E01
0.08112,-1.26260810E01
0.08117,-1.26282120E01
0.08122,-1.26275010E01
0.08127,-1.26267910E01
0.08132,-1.26267910E01
0.08137,-1.26267910E01
0.08142,-1.26225290E01
0.08147,-1.26253700E01
0.08152,-1.26239500E01
0.08157,-1.26225290E01
0.08163,-1.26225290E01
0.08168,-1.26189770E01
0.08173,-1.26203980E01
0.08178,-1.26203980E01
0.08183,-1.26203980E01
0.08188,-1.26175570E01
0.08193,-1.26161360E01
0.08198,-1.26182670E01
0.08203,-1.26168460E01
0.08208,-1.26168460E01
0.08213,-1.26132950E01
0.08218,-1.26125840E01
0.08223,-1.26147150E01
0.08228,-1.26140050E01
0.08233,-1.26132950E01
0.08238,-1.26104530E01
0.08243,-1.26118740E01
0.08248,-1.26118740E01
0.08253,-1.26104530E01
0.08258,-1.26097430E01
0.08263,-1.26090330E01
0.08268,-1.26090330E01
0.08273,-1.26083220E01
0.08278,-1.26076120E01
0.08283,-1.26040600E01
0.08288,-1.26069020E01
0.08293,-1.26047710E01
0.08298,-1.26054810E01
0.08304,-1.26033500E01
0.08309,-1.26033500E01
0.08314,-1.26026400E01
0.08319,-1.26019290E01
0.08324,-1.26012190E01
0.08329,-1.26005090E01
0.08334,-1.25997980E01
0.08339,-1.25997980E01
0.08344,-1.25983780E01
0.08349,-1.25955370E01
0.08354,-1.25969570E01
0.08359,-1.25969570E01
0.08364,-1.25962470E01
0.08369,-1.25926950E01
0.08374,-1.25941160E01
0.08379,-1.25948260E01
0.08384,-1.25934060E01
0.08389,-1.25912750E01
0.08394,-1.25919850E01
0.08399,-1.25898540E01
0.08404,-1.25898540E01
0.08409,-1.25898540E01
0.08414,-1.25891440E01
0.08419,-1.25855920E01
0.08424,-1.25863020E01
0.08429,-1.25877230E01
0.08434,-1.25863020E01
0.08439,-1.25870130E01
0.08444,-1.25855920E01
0.08450,-1.25855920E01
0.08455,-1.25834610E01
0.08460,-1.25834610E01
0.08465,-1.25806200E01
0.08470,-1.25813300E01
0.08475,-1.25827510E01
0.08480,-1.25813300E01
0.08485,-1.25799090E01
0.08490,-1.25791990E01
0.08495,-1.25784890E01
0.08500,-1.25784890E01
0.08505,-1.25770680E01
0.08510,-1.25763580E01
0.08515,-1.25756470E01
0.08520,-1.25756470E01
0.08525,-1.25749370E01
0.08530,-1.25749370E01
0.08535,-1.25706750E01
0.08540,-1.25728060E01
0.08545,-1.25720960E01
0.08550,-1.25699650E01
0.08555,-1.25678340E01
0.08560,-1.25671230E01
0.08565,-1.25692540E01
0.08570,-1.25671230E01
0.08575,-1.25685440E01
0.08580,-1.25649920E01
0.08585,-1.25664130E01
0.08591,-1.25664130E01
0.08596,-1.25621510E01
0.08601,-1.25621510E01
0.08606,-1.25642820E01
0.08611,-1.25628610E01
0.08616,-1.25600200E01
0.08621,-1.25607300E01
0.08626,-1.25621510E01
0.08631,-1.25614410E01
0.08636,-1.25600200E01
0.08641,-1.25578890E01
0.08646,-1.25585990E01
0.08651,-1.25585990E01
0.08656,-1.25571790E01
0.08661,-1.25571790E01
0.08666,-1.25557580E01
0.08671,-1.25564680E01
0.08676,-1.25550480E01
