24,-16200
16,-16100
8,-16000
4,-15900
-4,-15800
-17,-15700
-21,-15600
-26,-15500
-24,-15400
-14,-15300
-5,-15200
13,-15100
30,-15000
29,-14900
23,-14800
14,-14700
8,-14600
3,-14500
-5,-14400
-17,-14300
-22,-14200
-26,-14100
-24,-14000
-13,-13900
-4,-13800
16,-13700
31,-13600
28,-13500
22,-13400
14,-13300
7,-13200
2,-13100
-7,-13000
-18,-12900
-22,-12800
-26,-12700
-23,-12600
-13,-12500
-2,-12400
18,-12300
31,-12200
28,-12100
21,-12000
13,-11900
7,-11800
2,-11700
-8,-11600
-19,-11500
-23,-11400
-26,-11300
-22,-11200
-11,-11100
0,-11000
21,-10900
31,-10800
27,-10700
20,-10600
12,-10500
6,-10400
1,-10300
-10,-10200
-20,-10100
-24,-10000
-27,-9900
-21,-9800
-11,-9700
1,-9600
23,-9500
31,-9400
27,-9300
20,-9200
12,-9100
6,-9000
0,-8900
-12,-8800
-21,-8700
-25,-8600
-27,-8500
-19,-8400
-10,-8300
4,-8200
25,-8100
31,-8000
27,-7900
18,-7800
11,-7700
5,-7600
0,-7500
-13,-7400
-21,-7300
-25,-7200
-26,-7100
-18,-7000
-9,-6900
6,-6800
27,-6700
31,-6600
26,-6500
17,-6400
10,-6300
5,-6200
-2,-6100
-14,-6000
-21,-5900
-26,-5800
-26,-5700
-16,-5600
-8,-5500
8,-5400
28,-5300
30,-5200
25,-5100
17,-5000
9,-4900
4,-4800
-3,-4700
-15,-4600
-21,-4500
-26,-4400
-25,-4300
-16,-4200
-7,-4100
10,-4000
29,-3900
30,-3800
24,-3700
16,-3600
9,-3500
4,-3400
-4,-3300
-16,-3200
-21,-3100
-26,-3000
-25,-2900
-15,-2800
-6,-2700
13,-2600
30,-2500
29,-2400
23,-2300
15,-2200
8,-2100
3,-2000
-6,-1900
-17,-1800
-22,-1700
-26,-1600
-24,-1500
-14,-1400
-4,-1300
15,-1200
30,-1100
28,-1000
23,-900
14,-800
7,-700
2,-600
-7,-500
-18,-400
-22,-300
-26,-200
-23,-100
-13,0
-2,100
18,200
31,300
28,400
21,500
13,600
7,700
2,800
-8,900
-20,1000
-23,1100
-26,1200
-22,1300
-12,1400
0,1500
20,1600
31,1700
28,1800
20,1900
12,2000
6,2100
1,2200
-9,2300
-19,2400
-23,2500
-26,2600
-21,2700
-11,2800
1,2900
23,3000
31,3100
27,3200
20,3300
11,3400
6,3500
0,3600
-11,3700
-20,3800
-24,3900
-27,4000
-20,4100
-10,4200
2,4300
24,4400
31,4500
26,4600
18,4700
11,4800
5,4900
0,5000
-13,5100
-20,5200
-25,5300
-27,5400
-18,5500
-9,5600
5,5700
26,5800
30,5900
25,6000
17,6100
10,6200
5,6300
-1,6400
-14,6500
-21,6600
-25,6700
-26,6800
-17,6900
-8,7000
8,7100
28,7200
30,7300
25,7400
17,7500
9,7600
4,7700
-3,7800
-15,7900
-21,8000
-25,8100
-25,8200
-16,8300
-7,8400
10,8500
29,8600
29,8700
24,8800
16,8900
9,9000
4,9100
-4,9200
-16,9300
-22,9400
-26,9500
-25,9600
-15,9700
-6,9800
13,9900
30,10000
29,10100
24,10200
15,10300
8,10400
4,10500
-5,10600
-17,10700
-22,10800
-26,10900
-24,11000
