0,0,0,23117,-2589
1,1,0,23187,282
2,2,0,23287,15
3,3,0,23387,12500
4,4,0,23287,22257
5,5,0,23187,10390
6,6,0,23087,4583
7,7,0,22987,2017
8,8,0,22887,889
9,9,0,22787,394
10,10,0,22840,188
11,11,0,23244,5887
12,12,0,23344,1079
13,13,0,23444,17678
14,14,0,23344,25845
15,15,0,23244,14946
16,16,0,23144,6621
17,17,0,23044,2927
18,18,0,22944,1282
19,19,0,22844,551
20,20,0,22819,234
21,21,0,22919,101
22,22,0,22774,4410
23,23,0,23079,5587
24,24,0,22979,2354
25,25,0,22879,1045
26,26,0,22779,464
27,27,0,22797,206
28,28,0,22897,91
29,29,0,22997,39
30,30,0,23097,8
31,31,0,23197,-14
32,32,0,23297,-21
33,33,0,22797,6179
34,34,0,22997,6288
35,35,0,22897,1136
36,36,0,22797,518
37,37,0,22788,233
38,38,0,22888,105
39,39,0,22988,48
40,40,0,23088,21
41,41,0,23188,9
42,42,0,23288,1
43,43,0,23388,16411
44,44,0,23061,5117
45,45,0,23374,2089
46,46,0,23274,23983
47,47,0,23174,11982
48,48,0,23074,5331
49,49,0,22974,2371
50,50,0,22874,1053
51,51,0,22774,468
52,52,0,22790,208
53,53,0,22890,92
54,54,0,22990,40
55,55,0,22996,6243
56,56,0,23281,4333
57,57,0,23181,12141
58,58,0,23081,5377
59,59,0,22981,2386
60,60,0,22881,1081
61,61,0,22781,498
62,62,0,22782,226
63,63,0,22882,102
64,64,0,22982,47
65,65,0,23082,21
66,66,0,22883,6085
67,67,0,23182,5725
68,68,0,23082,5885
69,69,0,22982,2593
70,70,0,22882,1143
71,71,0,22782,507
72,72,0,22779,236
73,73,0,22879,130
74,74,0,22979,72
75,75,0,23079,35
76,76,0,23179,17
77,77,0,22809,6289
78,78,0,23105,6651
79,79,0,23005,2726
80,80,0,22905,1193
81,81,0,22805,510
82,82,0,22800,216
83,83,0,22900,92
84,84,0,23000,42
85,85,0,23100,37
86,86,0,23200,39
87,87,0,23300,26
88,88,0,23031,4187
89,89,0,22753,5766
90,90,0,22853,89
91,91,0,22953,38
92,92,0,23053,9
93,93,0,23153,-13
94,94,0,23253,-21
95,95,0,23353,17049
96,96,0,23253,24267
97,97,0,23153,12293
98,98,0,23053,5469
99,99,0,23187,2770
100,100,1,22857,7080
101,99,1,22857,5367
102,98,1,22757,481
103,97,1,22766,227
104,96,1,22866,103
105,95,1,22966,48
106,94,1,23066,21
107,93,1,23166,10
108,92,1,23266,3
109,91,1,23366,4031
110,90,1,23266,22886
111,89,1,22984,4270
112,88,1,22784,6491
113,87,1,22796,212
114,86,1,22896,112
115,85,1,22996,72
116,84,1,23096,41
117,83,1,23196,20
118,82,1,23296,10
119,81,1,23396,18324
120,80,1,23296,24791
121,79,1,23196,12966
122,78,1,23095,3728
123,77,1,22974,2738
124,76,1,23074,2
125,75,1,23174,0
126,74,1,23274,5
127,73,1,23374,7923
128,72,1,23274,22924
129,71,1,23174,10945
130,70,1,23074,4849
131,69,1,22974,2148
132,68,1,22874,952
133,67,1,23192,4763
134,66,1,23123,2003
135,65,1,23223,-21
136,64,1,23323,-22
137,63,1,23423,18307
138,62,1,23323,24830
139,61,1,23223,13034
140,60,1,23123,5798
141,59,1,23023,2581
142,58,1,22923,1147
143,57,1,22823,510
144,56,1,22990,4370
145,55,1,23304,886
146,54,1,23204,19746
147,53,1,23104,8891
148,52,1,23004,3920
149,51,1,22904,1726
150,50,1,22804,762
151,49,1,22704,340
152,48,1,22784,169
153,47,1,22884,97
154,46,1,22984,52
155,45,1,22801,5468
