0,1322,21370
1,641,21300
2,611,21245
3,932,21145
4,747,21045
5,340,21125
6,152,21225
7,67,21325
8,29,21425
9,26,21525
10,93,21625
11,688,21531
12,1414,21431
13,1682,21331
14,1643,21231
15,894,21131
16,428,21167
17,203,21267
18,96,21367
19,47,21467
20,107,21567
21,1003,21467
22,2416,21367
23,2211,21267
24,1409,21167
25,642,21096
26,275,21196
27,119,21296
28,55,21396
29,71,21496
30,502,21495
31,1483,21395
32,2501,21295
33,2054,21195
34,1122,21095
35,521,21085
36,226,21185
37,88,21285
38,31,21385
39,67,21485
40,346,21562
41,2732,21462
42,4538,21362
43,4285,21262
44,2453,21162
45,1328,21062
46,604,21010
47,271,21110
48,121,21210
49,53,21310
50,19,21410
51,20,21510
52,1126,21410
53,6051,21310
54,3367,21210
55,1568,21110
56,700,21010
57,332,21094
58,170,21194
59,85,21294
60,44,21394
61,45,21494
62,1125,21394
63,3274,21294
64,2154,21194
65,1155,21094
66,505,21092
67,207,21192
68,84,21292
69,37,21392
70,85,21492
71,1296,21392
72,2611,21292
73,1976,21192
74,1103,21092
75,501,21092
76,222,21192
77,97,21292
78,36,21392
79,16,21492
80,171,21592
81,1483,21492
82,2521,21392
83,2457,21292
84,1281,21192
85,624,21130
86,298,21230
87,140,21330
88,68,21430
89,47,21530
90,115,21630
91,889,21530
92,1979,21430
93,2434,21330
94,1235,21230
95,648,21156
96,290,21256
97,128,21356
98,71,21456
99,116,21556
100,611,21501
101,1164,21401
102,1515,21301
103,979,21201
104,515,21194
105,227,21294
106,91,21394
107,38,21494
108,188,21594
109,1142,21494
110,2436,21394
111,2458,21294
112,1493,21194
113,743,21094
114,348,21170
115,161,21270
116,76,21370
117,37,21470
118,36,21570
119,480,21580
120,1447,21480
121,2213,21380
122,1334,21280
123,716,21180
124,382,21239
125,172,21339
126,105,21439
127,135,21539
128,689,21445
129,1040,21345
130,1043,21245
131,690,21150
132,325,21237
133,140,21337
134,53,21437
135,43,21537
136,581,21497
137,1995,21397
138,3529,21297
139,1841,21197
140,859,21097
141,407,21143
142,195,21243
143,92,21343
144,45,21443
145,40,21543
146,745,21443
147,1565,21343
148,1132,21243
149,579,21204
150,245,21304
151,101,21404
152,104,21504
153,1080,21404
154,1789,21304
155,1152,21204
156,692,21108
157,323,21196
158,146,21296
159,68,21396
160,65,21496
161,646,21423
162,1473,21323
163,1400,21223
164,813,21123
165,365,21190
166,159,21290
167,75,21390
168,77,21490
169,368,21556
170,2487,21456
171,4894,21356
172,3509,21256
173,1765,21156
174,794,21056
175,347,21132
176,141,21232
177,44,21332
178,1,21432
179,0,21532
180,495,21534
181,3587,21434
182,5498,21334
183,2884,21234
184,1328,21134
185,596,21086
186,267,21186
187,119,21286
188,52,21386
189,19,21486
190,153,21586
191,1760,21486
192,5484,21386
193,4325,21286
194,2087,21186
195,949,21086
196,444,21114
197,219,21214
198,106,21314
199,52,21414
200,33,21514
201,122,21614
202,951,21514
203,1558,21414
204,1322,21314
205,794,21214
206,384,21272
207,165,21372
208,91,21472
209,142,21572
210,206,21672
211,1177,21572
212,1886,21472
213,1646,21372
214,998,21272
215,728,21172
216,343,21250
217,144,21350
218,52,21450
219,32,21550
220,79,21650
221,1297,21550
222,1901,21450
223,1635,21350
224,1033,21250
225,566,21217
226,261,21317
227,120,21417
228,63,21517
229,144,21617
230,1113,21517
231,3121,21417
232,2483,21317
233,1322,21217
234,588,21173
235,256,21273
236,113,21373
237,62,21473
238,79,21573
239,713,21473
240,1377,21373
241,1023,21273
242,675,21186
243,312,21280
244,135,21380
245,59,21480
246,130,21580
247,1533,21480
248,4068,21380
249,4582,21280
250,2412,21180
251,1175,21080
252,548,21056
253,259,21156
254,122,21256
255,57,21356
256,31,21456
257,182,21556
258,3737,21456
259,6740,21356
260,4058,21256
261,1939,21156
262,853,21056
263,375,21118
264,167,21218
265,90,21318
266,65,21418
267,45,21518
268,421,21557
269,3710,21457
270,9973,21357
271,5280,21257
272,2368,21157
273,1038,21057
274,443,21085
275,177,21185
276,67,21285
277,26,21385
278,16,21485
279,127,21585
280,3572,21485
281,9136,21385
282,5601,21285
283,2687,21185
284,1219,21085
285,541,21065
286,235,21165
287,92,21265
288,23,21365
289,-6,21465
290,38,21565
291,701,21465
292,1373,21365
293,1061,21265
294,719,21165
295,343,21243
296,157,21343
297,77,21443
298,79,21543
299,267,21643
300,2398,21543
301,4202,21443
302,3277,21343
303,1729,21243
304,920,21143
305,409,21188
306,186,21288
307,104,21388
308,69,21488
309,69,21588
310,326,21675
311,2855,21575
312,5375,21475
313,3923,21375
314,2118,21275
315,1011,21175
316,431,21209
317,174,21309
318,69,21409
319,29,21509
320,30,21609
321,117,21709
322,815,21609
323,1754,21509
324,1848,21409
325,1030,21309
326,700,21209
327,340,21289
328,144,21389
329,69,21489
330,151,21589
331,184,21689
332,1062,21589
333,1581,21489
334,1288,21389
335,986,21289
336,948,21189
337,497,21190
338,225,21290
339,102,21390
340,57,21490
341,106,21590
342,218,21690
343,2167,21590
344,5293,21490
345,4562,21390
346,3060,21290
347,1676,21190
348,769,21090
349,366,21157
350,181,21257
351,87,21357
352,44,21457
353,33,21557
354,479,21567
355,5575,21467
356,10435,21367
357,5391,21267
358,2484,21167
359,1088,21067
360,477,21078
361,211,21178
362,105,21278
363,71,21378
364,52,21478
365,202,21578
366,3043,21478
367,6076,21378
368,4017,21278
369,2024,21178
370,899,21078
371,384,21136
372,149,21236
373,53,21336
374,20,21436
375,45,21536
376,1076,21436
377,2696,21336
378,1660,21236
379,870,21136
380,395,21188
381,176,21288
382,78,21388
383,40,21488
384,274,21588
385,3242,21488
386,6994,21388
387,4441,21288
388,2570,21188
389,1177,21088
390,538,21069
391,264,21169
392,131,21269
393,64,21369
