0,-2587,27990
1,2741,27942
2,2767,28048
3,1909,28161
4,2642,27836
5,3002,28093
6,1966,27989
7,3147,28027
8,2243,28108
9,3247,28117
10,3101,27831
11,3176,27805
12,2004,28058
13,3151,27789
14,2729,27834
15,2066,27747
16,1997,28070
17,3544,27991
18,1828,27823
19,2252,27645
20,1898,27974
21,1906,28039
22,2924,27578
23,2905,27783
24,1696,27846
25,2535,27522
26,2144,27751
27,1690,27701
28,2177,27732
29,2694,27572
30,2105,27705
31,2730,27640
32,2169,27739
33,1895,27661
34,1213,27891
35,1723,27736
36,2704,27362
37,1928,27849
38,2654,27278
39,1877,27418
40,2244,27674
41,1937,27444
42,2842,27730
43,2350,27345
44,2465,27332
45,3110,27583
46,2015,27495
47,2256,27175
48,2202,27580
49,2103,27477
50,3117,27565
51,2139,27317
52,2631,27416
53,1448,27639
54,2099,27354
55,2593,27026
56,2809,27545
57,2187,27229
58,2155,27144
59,1542,27248
60,1926,27469
61,2029,27317
62,2041,27142
63,2506,27343
64,1856,27515
65,2290,27121
66,2534,27036
67,2060,27408
68,1732,27062
69,1950,27180
70,3429,27368
71,2126,27267
72,3746,27162
73,2600,27182
74,3619,27220
75,2824,27026
76,3270,27328
77,2451,27226
78,4027,26990
79,3156,27406
80,3426,26907
81,2643,27316
82,3490,26846
83,2891,27235
84,3967,27067
85,2957,26998
86,3552,27286
87,3375,26833
88,3501,27131
89,1743,27193
90,4086,27145
91,2779,26882
92,2957,27012
93,2515,26984
94,3336,27239
95,2075,27047
96,2036,26838
97,1911,26857
98,2353,27194
99,3120,26839
100,3145,26976
101,2611,26953
102,3418,27025
103,2869,26692
104,2408,26961
105,1923,26926
106,3224,26951
107,2589,26839
108,2979,26947
109,3032,26648
110,3060,26853
111,1874,27067
112,3785,26769
113,2605,26802
114,3910,26940
115,3067,26606
116,3198,26989
117,3161,26582
118,3023,26960
119,3443,26690
120,2932,26895
121,3327,26545
122,3736,26740
123,1664,26934
124,3164,26630
125,3212,26833
126,3157,26627
127,1438,26635
128,2667,27037
129,2982,26429
130,2092,27027
131,2345,26626
132,2616,26465
133,2930,26698
134,1505,26754
135,2865,26748
136,2788,26410
137,2758,26919
138,3175,26281
139,2591,26809
140,2798,26498
141,3184,26775
142,3261,26329
143,3038,26667
144,2110,26708
145,2407,26637
146,3588,26610
147,2698,26360
148,3328,26642
149,2971,26288
150,2587,26606
151,3593,26298
152,3331,26090
153,2566,26533
154,3260,26070
155,3121,26522
156,3865,26493
157,3312,25837
158,2501,26146
159,3686,25988
160,2580,25949
161,2970,26396
162,3682,25902
163,3013,26241
164,4103,26113
165,2660,26285
166,4082,25929
167,3287,26258
168,3676,25933
169,2655,26058
170,3775,26138
171,3105,25893
172,3334,26352
173,3682,25847
174,3423,26021
175,3729,26200
176,3991,25969
177,2819,26400
178,4262,25994
179,2727,25961
180,3382,26256
181,3205,25775
182,2624,26252
183,3998,25971
184,3044,26141
185,4172,26119
186,3296,25772
187,3463,26105
188,2348,26185
189,3662,25919
190,2990,26167
191,3386,25928
192,3038,26117
193,3575,25853
194,2885,26029
195,3434,25975
196,3139,25998
197,3602,26154
198,2821,26184
199,4155,25833
200,3197,26366
201,2849,25888
202,3219,26400
203,3046,25762
204,2594,26367
205,3282,25865
206,3039,26220
207,3997,25915
208,3133,26021
209,3813,25966
210,2861,26363
211,2916,25813
212,3369,26271
213,3242,25779
214,3321,26011
215,3260,25922
216,3115,25933
217,3414,25995
218,2825,25812
219,3474,26270
220,3192,25805
221,3525,26004
222,2823,25913
223,3531,26038
224,3197,25760
225,3269,26127
226,3402,25800
227,3463,25812
228,3643,26009
229,4040,26167
230,3336,25935
231,3107,25983
232,5063,25804
233,3257,25577
234,3072,26038
235,3355,25700
236,2644,25828
237,3236,25719
238,2560,25617
239,3484,26138
240,3500,25613
241,3424,25853
242,3466,25796
243,3044,26211
244,4100,25898
245,2753,25796
246,3335,25990
247,3440,25717
248,2973,26006
249,3631,25883
250,2085,26021
251,2761,25716
252,2926,25955
253,2711,25683
254,3696,26030
255,3301,25746
256,3129,26044
257,3412,25841
258,2297,26156
259,3429,25789
260,2717,25905
261,3183,26018
262,2986,25783
263,2831,26251
264,3195,25822
265,3376,25978
266,2825,25982
267,3573,26084
268,2962,25720
269,2740,26170
270,3929,26134
271,2984,25800
272,2756,26022
273,3593,26121
274,2873,25747
275,3707,26152
276,2387,25944
277,3195,26016
278,3212,25733
279,3034,26250
280,3946,25873
281,2750,26008
282,3362,26199
283,3202,25710
284,2725,26230
285,4018,26113
286,2736,26080
287,3665,25697
288,2558,26186
289,3516,25834
290,2417,25992
291,3457,26223
292,3870,25945
293,2663,25820
294,3347,26184
295,3800,25989
296,2629,25924
297,3641,26017
298,2063,26246
299,3217,25883
300,3104,26051
301,3509,26087
302,2812,25810
303,3196,26124
304,2854,25771
305,2742,26097
306,3692,25982
307,2994,25927
308,3556,25868
309,2927,26296
310,3661,25934
311,2914,26027
312,3635,26107
313,2029,25887
314,3696,26207
315,2949,25784
316,3369,26257
317,2783,25687
318,2698,26170
319,3534,25733
320,3318,26083
321,2670,25879
322,3791,26199
323,2852,25727
324,3139,26253
325,3312,25733
326,2743,26117
327,3763,25859
328,2998,25992
329,3658,26302
330,2870,26088
331,3948,25856
332,2567,26180
333,2877,26024
334,3232,26131
335,2839,25909
336,3741,26201
337,2193,26097
338,3142,25853
339,2785,26004
340,3248,26085
341,2485,26090
342,4033,25733
343,2766,26268
344,3198,25714
345,2538,26066
346,3251,25937
347,2452,25870
348,3073,26175
349,2963,25689
350,2429,26157
351,3258,25852
352,2583,25813
353,1987,26230
354,3314,25858
355,2874,26017
356,3114,25881
357,2858,26008
358,3408,25938
359,3091,25849
360,3759,26096
361,2457,25690
362,2488,26125
363,3172,25708
364,3073,25902
365,2704,25892
366,3330,25937
367,3023,25661
368,3285,25981
369,3985,25844
370,2897,25767
371,3077,26025
372,2812,25562
373,3151,25882
374,3939,25819
375,2913,26198
376,3307,25644
377,2690,25981
378,3565,25867
379,3138,25616
380,3246,26116
381,3552,25806
382,2927,25909
383,3385,25800
384,2667,25766
385,3701,25893
386,2173,26083
387,3615,25764
388,2548,25983
389,2856,25659
390,3769,25743
391,3517,26009
392,2932,25566
393,3289,25956
394,3677,25834
395,3198,25664
396,3850,25981
397,2561,25856
398,3941,25772
399,2883,25756
400,3907,26051
401,3225,25616
402,2914,25880
403,2879,25681
404,3596,26060
405,3504,25593
406,2803,25825
407,4031,25781
408,2705,26024
409,3722,25644
410,3198,25654
411,3394,25742
412,3381,25490
413,2920,25882
414,4141,25748
415,2847,25708
416,3608,26024
417,3318,25540
418,3101,25918
419,2737,25758
420,3923,25929
421,2920,25528
422,2678,26001
423,3065,25489
424,2743,25838
425,3369,25696
426,2233,25734
427,3465,25629
428,2681,25527
429,3286,25679
430,2662,25982
431,3463,25502
432,2705,25891
433,3967,25726
434,2898,25711
435,3702,25835
436,3577,25549
437,4167,25579
438,2599,25594
439,3587,25939
440,2490,25819
441,4143,25450
442,3312,25963
443,3474,25334
444,3157,25552
445,3073,25882
446,3332,25362
447,2838,25599
448,3609,25700
449,2799,25412
450,3384,25913
451,3258,25514
452,3364,25278
453,2521,25626
454,3641,25544
455,2785,25547
456,3164,25801
