215,30,19,14335,6939

215,30,20,14328,6932

215,30,21,14324,7212

215,30,22,14324,7667

215,31,72,13712,10657

215,31,73,13655,1865

215,31,74,13833,25666

215,31,75,14041,28728

215,31,76,14249,28727

215,31,77,14457,28726

215,31,78,14381,-11

215,31,79,14305,6

215,31,80,14236,706

215,31,81,14183,2295

215,31,82,14272,16730

215,31,83,14362,16817

215,31,84,14286,-21

215,31,85,14211,117

215,31,86,14196,6098

215,31,87,14172,5279

215,31,88,14206,11177

215,31,89,14171,4173

215,31,90,14208,11430

215,31,91,14155,2319

215,31,92,14187,10977

215,31,93,14230,12052

215,31,94,14162,807

215,31,95,14189,10445

215,31,96,14164,5142

215,31,97,14148,5994

215,31,98,14125,5295

215,31,99,14124,7555

215,32,0,14137,9028

215,32,1,14311,25227

215,32,2,14235,2

215,32,3,14159,2

215,32,4,14084,81

215,32,5,14209,20333

215,32,6,14133,22

215,32,7,14094,3758

215,32,8,14245,22990

215,32,9,14169,-1

215,32,10,14094,61

215,32,11,14037,1958

215,32,12,14245,28731

215,32,13,14169,1

215,32,14,14093,1

215,32,15,14021,379

215,32,16,14229,28728

215,32,17,14153,5

215,32,18,14077,-15

215,32,19,14002,56

215,32,20,13977,5093

215,32,21,14009,10945

215,32,22,13985,5195

215,32,23,13962,5336

215,32,24,14025,14136

215,32,25,14113,16638

215,32,26,14037,-7

215,32,27,13974,1338

215,32,28,14113,21710

215,32,29,14038,66

215,32,30,13976,1379

215,32,31,14048,15047

215,32,32,14002,3052

215,32,33,14105,18113

215,32,34,14030,46

215,32,35,13977,2339

215,32,36,14067,16847

215,32,37,14001,984

215,32,38,14014,9056

215,32,39,14015,7829

215,32,40,14006,6701

215,32,41,13986,5642

215,32,42,14030,12175

215,32,43,14033,8053

215,32,44,14053,9789

215,32,45,14037,6080

215,32,46,13999,3809

215,32,47,14094,17337

215,32,48,14018,7

215,32,49,13962,2030

215,32,50,13944,5881

215,32,51,13982,11544

215,32,52,14005,10090

215,32,53,13954,2539

215,32,54,14037,16078

215,32,55,13968,691

215,32,56,13963,7112

215,32,57,13986,10070

215,32,58,13946,3625

215,32,59,13932,6266

215,32,60,13994,14014

215,32,61,13934,1639

215,32,62,14102,24630

215,32,63,14026,-1

215,32,64,13950,-14

215,32,65,13875,84

215,32,66,13827,2842

215,32,67,13817,6622

215,32,68,13834,9438

215,32,69,13893,13713

215,32,70,13889,7218

215,32,71,13860,4688

215,32,72,13907,12529

215,32,73,13881,5050

215,32,74,13868,6319

215,32,75,13830,3777

215,32,76,13873,12068

215,32,77,13856,5894

215,32,78,13842,6278

215,32,79,13849,8461

215,32,80,13863,9113

215,32,81,13869,8366

215,32,82,13869,7703

215,32,83,13885,9376

215,32,84,13900,9240

215,32,85,13876,5217

215,32,86,13875,7510

215,32,87,13851,5233

215,32,88,13856,8262

215,32,89,13885,10712

215,32,90,13892,8429

215,32,91,13869,5371

215,32,92,13869,7759

215,32,93,13844,5082

215,32,94,13845,7862

215,32,95,13839,6998

215,32,96,13823,6004

215,32,97,13819,7201

215,32,98,13821,7958

215,32,99,13790,4488

215,33,0,13816,10335

215,33,1,13876,13766

215,33,2,13938,13986

215,33,3,13864,214

215,33,4,13839,5128

215,33,5,13791,2863

215,33,6,13925,21271

215,33,7,13851,218

215,33,8,13829,5443

215,33,9,13811,5791

215,33,10,13836,10251

215,33,11,13825,6546

215,33,12,13834,8655

215,33,13,13879,12328

215,33,14,13863,6005

215,33,15,13844,5725

215,33,16,13859,9294

215,33,17,13904,12276

215,33,18,13870,4210

215,33,19,13854,6051

215,33,20,13853,7573

215,33,21,13876,10060

215,33,22,13884,8542

215,33,23,13896,8953

215,33,24,13907,8892

215,33,25,13933,10323

215,33,26,13892,3530

215,33,27,13876,5989

215,33,28,13861,6103

215,33,29,13884,10038

