0,0,59198,28687

0,1,59406,28687

0,2,59614,28687

0,3,59822,28687

0,4,60030,28687

0,5,60238,28687

0,6,60446,28686

0,7,60654,28687

0,8,60862,28687

0,9,61070,28687

0,10,61278,28687

0,11,61486,28687

0,12,61694,28687

0,13,61902,28687

0,14,62110,28688

0,15,62318,28687

0,16,62526,28687

0,17,62734,28687

0,18,62942,28687

0,19,63150,28687

0,20,63358,28687

0,21,63566,28688

0,22,63774,28688

0,23,63982,28688

0,24,64190,28688

0,25,64339,22779

0,26,64405,14362

0,27,64442,11525

0,28,64457,9254

0,29,64465,8527

0,30,64476,8874

0,31,64474,7492

0,32,64470,7249

0,33,64470,7691

0,34,64458,6443

0,35,64442,6080

0,36,64431,6545

0,37,64415,6066

0,38,64397,5851

0,39,64386,6503

0,40,64373,6340

0,41,64360,6356

0,42,64350,6614

0,43,64348,7451

0,44,64352,8131

0,45,64357,8297

0,46,64367,8797

0,47,64389,9946

0,48,64413,10171

0,49,64427,9174

0,50,64425,7431

0,51,64412,6343

0,52,64399,6378

0,53,64385,6222

0,54,64368,5912

0,55,64348,5621

0,56,64331,5952

0,57,64320,6581

0,58,64312,6873

0,59,64306,7054

0,60,64308,7911

0,61,64318,8759

0,62,64331,9066

0,63,64349,9545

0,64,64377,10528

0,65,64421,12142

0,66,64473,12946

0,67,64526,13093

0,68,64570,12144

0,69,64610,11821

0,70,64649,11632

0,71,64684,11248

0,72,64725,11902

0,73,64776,12844

0,74,64823,12464

0,75,64865,11952

0,76,64889,10187

0,77,64887,7430

0,78,64861,5061

0,79,64816,3116

0,80,64759,1939

0,81,64696,1272

0,82,64630,1011

0,83,64565,1076

0,84,64501,1175

0,85,64438,1257

0,86,64376,1432

0,87,64316,1560

0,88,64257,1685

0,89,64200,1911

0,90,64145,2087

0,91,64091,2253

0,92,64039,2411

0,93,63988,2505

0,94,63938,2571

0,95,63887,2493

0,96,63843,3188

0,97,63804,3686

0,98,63767,3921

0,99,63735,4389

1,0,63704,4496

1,1,63663,3485

1,2,63619,3220

1,3,63578,3558

1,4,63540,3824

1,5,63503,3961

1,6,63469,4262

1,7,63441,4851

1,8,63412,4762

1,9,63382,4590

1,10,63351,4518

1,11,63317,4228

1,12,63279,3852

1,13,63242,3934

1,14,63206,4059

1,15,63177,4758

1,16,63155,5439

1,17,63133,5409

1,18,63108,5167

1,19,63078,4603

1,20,63044,4210

1,21,63009,4149

1,22,62973,3998

1,23,62934,3755

1,24,62893,3496

1,25,62851,3378

1,26,62807,3201

1,27,62763,3227

1,28,62726,3917

1,29,62696,4642

